record_id,q_idx,n_premises_used,query,premises,options,answer,answer_label,explanation,premises_fol,premises_used,reasoning,_target_split
SYN_shipment_s_NO_CONTRA,0,3,Do the premises establish that shipment Saffron-2 should be released for delivery?,"[""If a shipment has a cold-chain log, then it requires a hold-for-pickup order."", ""If a shipment requires a hold-for-pickup order, then it should not be released for delivery without review."", ""Shipment Saffron-2 has a cold-chain log.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"By premise 2 (shipment Saffron-2 has a cold-chain log) and premise 0, shipment Saffron-2 requires a hold-for-pickup order. Premise 1 then states shipment Saffron-2 should not be released for delivery without review. Therefore the premises do not establish that shipment Saffron-2 should be released for delivery; the answer is No.","[""∀x (cold_chain_log(x) → requires_hold_for_pickup_order(x))"", ""∀x (requires_hold_for_pickup_order(x) → ¬(can_be_released_for_delivery(x) ∧ ¬reviewed(x)))"", ""cold_chain_log(shipment_saffron_2)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x (cold_chain_log(x) → requires_hold_for_pickup_order(x))"", ""Rule: ∀x (requires_hold_for_pickup_order(x) → ¬(can_be_released_for_delivery(x) ∧ ¬reviewed(x)))"", ""Fact: cold_chain_log(shipment_saffron_2)"", ""Derive: cold_chain_log(shipment_saffron_2) ⟹ requires_hold_for_pickup_order(shipment_saffron_2) [modus ponens]"", ""Derive: requires_hold_for_pickup_order(shipment_saffron_2) ⟹ ¬(can_be_released_for_delivery(shipment_saffron_2) ∧ ¬reviewed(shipment_saffron_2)) [modus ponens]"", ""Conclusion: the premises do not establish can_be_released_for_delivery(shipment_saffron_2) ⟹ No""]}",dev
SYN_shipment_s_NO_COUNTER,0,1,Are all shipments transit-ready?,"[""Every shipment has a cold-chain log."", ""There exists a shipment that is not transit-ready."", ""If a shipment has a cold-chain log and an invoice, then it is transit-ready.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,Premise 1 states there exists a shipment that is not transit-ready. This is a direct counterexample to the claim that all shipments are transit-ready; the answer is No.,"[""∀x cold_chain_log(x)"", ""∃x ¬transit_ready(x)"", ""∀x ((cold_chain_log(x) ∧ invoice(x)) → transit_ready(x))""]",[1],"{""type"": ""fol"", ""steps"": [""Fact: ∃x ¬transit_ready(x)"", ""Derive: a shipment that is not transit_ready exists ⟹ ¬∀x transit_ready(x)"", ""Conclusion: not all shipments are transit_ready ⟹ No""]}",dev
SYN_archive_ci_UNC_MISSING,0,4,Do the premises establish that archive Cinder-8 is vault-listed?,"[""If a archive has a verified backup and an integrity hash, then it is restore-ready."", ""If a archive is restore-ready and has an access policy, then it is vault-listed."", ""Archive Cinder-8 has a verified backup."", ""Archive Cinder-8 has an integrity hash."", ""Archive Cinder-8 has a retention tag.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"By premise 2 (archive Cinder-8 has a verified backup) and premise 3 (archive Cinder-8 has an integrity hash), premise 0 gives that archive Cinder-8 is restore-ready. Premise 1 makes being vault-listed also require an access policy, but no premise states whether archive Cinder-8 has an access policy, so it is unknown. Therefore being vault-listed can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((verified_backup(x) ∧ integrity_hash(x)) → restore_ready(x))"", ""∀x ((restore_ready(x) ∧ access_policy(x)) → vault_listed(x))"", ""verified_backup(archive_cinder_8)"", ""integrity_hash(archive_cinder_8)"", ""retention_tag(archive_cinder_8)""]","[0, 1, 2, 3]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((verified_backup(x) ∧ integrity_hash(x)) → restore_ready(x))"", ""Rule: ∀x ((restore_ready(x) ∧ access_policy(x)) → vault_listed(x))"", ""Fact: verified_backup(archive_cinder_8)"", ""Fact: integrity_hash(archive_cinder_8)"", ""Derive: verified_backup(archive_cinder_8) ∧ integrity_hash(archive_cinder_8) ⟹ restore_ready(archive_cinder_8) [modus ponens]"", ""Derive: access_policy(archive_cinder_8) is not asserted by any premise ⟹ Unknown"", ""Conclusion: vault_listed(archive_cinder_8) can be neither proven nor refuted ⟹ Uncertain""]}",dev
SYN_archive_ci_UNC_EPIST,0,1,Does archive Cinder-8 have an offsite replica?,"[""If a archive has a verified backup and an integrity hash, then it is restore-ready."", ""Archive Cinder-8 has a verified backup."", ""Archive Cinder-8 has an integrity hash."", ""No premise states whether archive Cinder-8 has an offsite replica.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"The question asks whether archive Cinder-8 has an offsite replica. No rule concludes it and no fact asserts it; premise 3 states that no premise establishes whether archive Cinder-8 has an offsite replica, so it is unknown. It can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((verified_backup(x) ∧ integrity_hash(x)) → restore_ready(x))"", ""verified_backup(archive_cinder_8)"", ""integrity_hash(archive_cinder_8)"", ""[UNCERTAIN] No premise states whether archive Cinder-8 has an offsite replica.""]",[3],"{""type"": ""fol"", ""steps"": [""Fact: premise 3 states offsite_replica(archive_cinder_8) is unknown"", ""Derive: no rule or fact establishes offsite_replica(archive_cinder_8) ⟹ Unknown"", ""Conclusion: offsite_replica(archive_cinder_8) is undetermined ⟹ Uncertain""]}",dev
SYN_archive_ci_NO_BLOCKED,0,3,Can archive Cinder-8 be restored to production?,"[""If a archive has a verified backup and an integrity hash, then it can be restored to production."", ""Archive Cinder-8 has a verified backup."", ""Archive Cinder-8 lacks an integrity hash.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"Premise 0 requires both a verified backup and an integrity hash to be restored to production. By premise 1, archive Cinder-8 has a verified backup, but premise 2 states archive Cinder-8 lacks an integrity hash. A required condition is explicitly false, so archive Cinder-8 cannot be restored to production; the answer is No.","[""∀x ((verified_backup(x) ∧ integrity_hash(x)) → can_be_restored_to_production(x))"", ""verified_backup(archive_cinder_8)"", ""¬integrity_hash(archive_cinder_8)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((verified_backup(x) ∧ integrity_hash(x)) → can_be_restored_to_production(x))"", ""Fact: verified_backup(archive_cinder_8)"", ""Fact: ¬integrity_hash(archive_cinder_8)"", ""Derive: ¬integrity_hash(archive_cinder_8) makes the antecedent false ⟹ can_be_restored_to_production(archive_cinder_8) not derivable"", ""Conclusion: ¬can_be_restored_to_production(archive_cinder_8) ⟹ No""]}",dev
SYN_archive_ci_NO_CONTRA,0,3,Do the premises establish that archive Cinder-8 should be restored to production?,"[""If a archive has a verified backup, then it requires a legal hold."", ""If a archive requires a legal hold, then it should not be restored to production without review."", ""Archive Cinder-8 has a verified backup.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"By premise 2 (archive Cinder-8 has a verified backup) and premise 0, archive Cinder-8 requires a legal hold. Premise 1 then states archive Cinder-8 should not be restored to production without review. Therefore the premises do not establish that archive Cinder-8 should be restored to production; the answer is No.","[""∀x (verified_backup(x) → requires_legal_hold(x))"", ""∀x (requires_legal_hold(x) → ¬(can_be_restored_to_production(x) ∧ ¬reviewed(x)))"", ""verified_backup(archive_cinder_8)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x (verified_backup(x) → requires_legal_hold(x))"", ""Rule: ∀x (requires_legal_hold(x) → ¬(can_be_restored_to_production(x) ∧ ¬reviewed(x)))"", ""Fact: verified_backup(archive_cinder_8)"", ""Derive: verified_backup(archive_cinder_8) ⟹ requires_legal_hold(archive_cinder_8) [modus ponens]"", ""Derive: requires_legal_hold(archive_cinder_8) ⟹ ¬(can_be_restored_to_production(archive_cinder_8) ∧ ¬reviewed(archive_cinder_8)) [modus ponens]"", ""Conclusion: the premises do not establish can_be_restored_to_production(archive_cinder_8) ⟹ No""]}",dev
SYN_archive_ci_NO_COUNTER,0,1,Are all archives restore-ready?,"[""Every archive has a verified backup."", ""There exists a archive that is not restore-ready."", ""If a archive has a verified backup and an integrity hash, then it is restore-ready.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,Premise 1 states there exists a archive that is not restore-ready. This is a direct counterexample to the claim that all archives are restore-ready; the answer is No.,"[""∀x verified_backup(x)"", ""∃x ¬restore_ready(x)"", ""∀x ((verified_backup(x) ∧ integrity_hash(x)) → restore_ready(x))""]",[1],"{""type"": ""fol"", ""steps"": [""Fact: ∃x ¬restore_ready(x)"", ""Derive: a archive that is not restore_ready exists ⟹ ¬∀x restore_ready(x)"", ""Conclusion: not all archives are restore_ready ⟹ No""]}",dev
SYN_patent_fil_UNC_MISSING,0,4,Do the premises establish that patent filing Quill-6 is docket-listed?,"[""If a filing has a prior-art search and a claims draft, then it is examiner-ready."", ""If a filing is examiner-ready and has an inventor declaration, then it is docket-listed."", ""Patent filing Quill-6 has a prior-art search."", ""Patent filing Quill-6 has a claims draft."", ""Patent filing Quill-6 has a figure set.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"By premise 2 (patent filing Quill-6 has a prior-art search) and premise 3 (patent filing Quill-6 has a claims draft), premise 0 gives that patent filing Quill-6 is examiner-ready. Premise 1 makes being docket-listed also require an inventor declaration, but no premise states whether patent filing Quill-6 has an inventor declaration, so it is unknown. Therefore being docket-listed can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((prior_art_search(x) ∧ claims_draft(x)) → examiner_ready(x))"", ""∀x ((examiner_ready(x) ∧ inventor_declaration(x)) → docket_listed(x))"", ""prior_art_search(patent_filing_quill_6)"", ""claims_draft(patent_filing_quill_6)"", ""figure_set(patent_filing_quill_6)""]","[0, 1, 2, 3]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((prior_art_search(x) ∧ claims_draft(x)) → examiner_ready(x))"", ""Rule: ∀x ((examiner_ready(x) ∧ inventor_declaration(x)) → docket_listed(x))"", ""Fact: prior_art_search(patent_filing_quill_6)"", ""Fact: claims_draft(patent_filing_quill_6)"", ""Derive: prior_art_search(patent_filing_quill_6) ∧ claims_draft(patent_filing_quill_6) ⟹ examiner_ready(patent_filing_quill_6) [modus ponens]"", ""Derive: inventor_declaration(patent_filing_quill_6) is not asserted by any premise ⟹ Unknown"", ""Conclusion: docket_listed(patent_filing_quill_6) can be neither proven nor refuted ⟹ Uncertain""]}",dev
SYN_patent_fil_UNC_EPIST,0,1,Does patent filing Quill-6 have a foreign priority claim?,"[""If a filing has a prior-art search and a claims draft, then it is examiner-ready."", ""Patent filing Quill-6 has a prior-art search."", ""Patent filing Quill-6 has a claims draft."", ""No premise states whether patent filing Quill-6 has a foreign priority claim.""]","[""Yes"", ""No"", ""Uncertain""]",Uncertain,Uncertain,"The question asks whether patent filing Quill-6 has a foreign priority claim. No rule concludes it and no fact asserts it; premise 3 states that no premise establishes whether patent filing Quill-6 has a foreign priority claim, so it is unknown. It can be neither proven nor disproven; the answer is Uncertain.","[""∀x ((prior_art_search(x) ∧ claims_draft(x)) → examiner_ready(x))"", ""prior_art_search(patent_filing_quill_6)"", ""claims_draft(patent_filing_quill_6)"", ""[UNCERTAIN] No premise states whether patent filing Quill-6 has a foreign priority claim.""]",[3],"{""type"": ""fol"", ""steps"": [""Fact: premise 3 states foreign_priority_claim(patent_filing_quill_6) is unknown"", ""Derive: no rule or fact establishes foreign_priority_claim(patent_filing_quill_6) ⟹ Unknown"", ""Conclusion: foreign_priority_claim(patent_filing_quill_6) is undetermined ⟹ Uncertain""]}",dev
SYN_patent_fil_NO_BLOCKED,0,3,Can patent filing Quill-6 proceed to examination?,"[""If a filing has a prior-art search and a claims draft, then it can proceed to examination."", ""Patent filing Quill-6 has a prior-art search."", ""Patent filing Quill-6 lacks a claims draft.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"Premise 0 requires both a prior-art search and a claims draft to proceed to examination. By premise 1, patent filing Quill-6 has a prior-art search, but premise 2 states patent filing Quill-6 lacks a claims draft. A required condition is explicitly false, so patent filing Quill-6 cannot proceed to examination; the answer is No.","[""∀x ((prior_art_search(x) ∧ claims_draft(x)) → can_proceed_to_examination(x))"", ""prior_art_search(patent_filing_quill_6)"", ""¬claims_draft(patent_filing_quill_6)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x ((prior_art_search(x) ∧ claims_draft(x)) → can_proceed_to_examination(x))"", ""Fact: prior_art_search(patent_filing_quill_6)"", ""Fact: ¬claims_draft(patent_filing_quill_6)"", ""Derive: ¬claims_draft(patent_filing_quill_6) makes the antecedent false ⟹ can_proceed_to_examination(patent_filing_quill_6) not derivable"", ""Conclusion: ¬can_proceed_to_examination(patent_filing_quill_6) ⟹ No""]}",dev
SYN_patent_fil_NO_CONTRA,0,3,Do the premises establish that patent filing Quill-6 should proceed to examination?,"[""If a filing has a prior-art search, then it requires a formalities review."", ""If a filing requires a formalities review, then it should not proceed to examination without review."", ""Patent filing Quill-6 has a prior-art search.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,"By premise 2 (patent filing Quill-6 has a prior-art search) and premise 0, patent filing Quill-6 requires a formalities review. Premise 1 then states patent filing Quill-6 should not proceed to examination without review. Therefore the premises do not establish that patent filing Quill-6 should proceed to examination; the answer is No.","[""∀x (prior_art_search(x) → requires_formalities_review(x))"", ""∀x (requires_formalities_review(x) → ¬(can_proceed_to_examination(x) ∧ ¬reviewed(x)))"", ""prior_art_search(patent_filing_quill_6)""]","[0, 1, 2]","{""type"": ""fol"", ""steps"": [""Rule: ∀x (prior_art_search(x) → requires_formalities_review(x))"", ""Rule: ∀x (requires_formalities_review(x) → ¬(can_proceed_to_examination(x) ∧ ¬reviewed(x)))"", ""Fact: prior_art_search(patent_filing_quill_6)"", ""Derive: prior_art_search(patent_filing_quill_6) ⟹ requires_formalities_review(patent_filing_quill_6) [modus ponens]"", ""Derive: requires_formalities_review(patent_filing_quill_6) ⟹ ¬(can_proceed_to_examination(patent_filing_quill_6) ∧ ¬reviewed(patent_filing_quill_6)) [modus ponens]"", ""Conclusion: the premises do not establish can_proceed_to_examination(patent_filing_quill_6) ⟹ No""]}",dev
SYN_patent_fil_NO_COUNTER,0,1,Are all filings examiner-ready?,"[""Every filing has a prior-art search."", ""There exists a filing that is not examiner-ready."", ""If a filing has a prior-art search and a claims draft, then it is examiner-ready.""]","[""Yes"", ""No"", ""Uncertain""]",No,No,Premise 1 states there exists a filing that is not examiner-ready. This is a direct counterexample to the claim that all filings are examiner-ready; the answer is No.,"[""∀x prior_art_search(x)"", ""∃x ¬examiner_ready(x)"", ""∀x ((prior_art_search(x) ∧ claims_draft(x)) → examiner_ready(x))""]",[1],"{""type"": ""fol"", ""steps"": [""Fact: ∃x ¬examiner_ready(x)"", ""Derive: a filing that is not examiner_ready exists ⟹ ¬∀x examiner_ready(x)"", ""Conclusion: not all filings are examiner_ready ⟹ No""]}",dev
