record_id,q_idx,n_premises_nl,n_premises_used,premise_use_ratio,question,answer,answer_norm,is_mcq,is_yn,is_open,exp_words,n_cited_in_exp,cite_subset,has_numeric
187,0,7,2,0.2857142857142857,"Which of the following can be inferred about healthcare eligibility?
A. All individuals are eligible for healthcare services.
B. Some individuals are not eligible for healthcare services.
C. No individuals are eligible for healthcare services.
D. Eligibility depends on attending the appointment.",A,MCQ_A,True,False,False,37,2,False,False
187,1,7,2,0.2857142857142857,Are all individuals attending the healthcare appointment?,Yes,Yes,False,False,True,34,3,False,False
188,0,5,3,0.6,"Which of the following can be inferred about students and the subject?
A. If a student is enrolled, they complete the subject successfully.
B. If a student attends the lab, they are not enrolled.
C. All students are required to attend the lab.
D. No student completes the subject successfully.",Unknown,Unknown,True,False,False,49,3,True,False
188,1,5,2,0.4,"Is the statement true?
Statement: It is not true that: if a student is enrolled in the subject, then attending the lab is a requirement.",Unknown,Unknown,False,False,True,62,3,False,False
189,0,6,3,0.5,"Which of the following can be inferred about students based on the premises?
A. If a student attends classes regularly, they successfully find lectures.
B. If a student is engaged in studying, they improve their understanding.
C. All students actively search for lectures.
D. No student finds lectures to help in studying.",Unknown,Unknown,True,False,False,48,3,True,False
189,1,6,3,0.5,Is it true that all students who improve their understanding have actively searched for lectures?,No,No,False,True,False,43,3,True,False
190,0,5,2,0.4,"Which of the following can be inferred about students based on the premises?
A. If a student has feedback, they completed the internship requirements.
B. If a student has the stamp, they have feedback.
C. All students have the company stamp.
D. No student has feedback.",Unknown,Unknown,True,False,False,40,2,True,False
190,1,5,3,0.6,Is it true that all students with feedback have the company stamp?,No,No,False,True,False,42,3,True,False
191,0,5,2,0.4,"Which of the following can be inferred about students based on the premises?
A. All students are eligible for training.
B. All students raised issues about paying fees.
C. No students received confirmation of payment.
D. All students are not eligible for training.",Unknown,Unknown,True,False,False,36,2,True,False
191,1,5,2,0.4,Is it true that all students who did not raise an issue have paid the fees?,No,No,False,True,False,37,2,True,False
192,0,3,3,1.0,"Which of the following can be inferred about students based on the premises?
A. All students have passed the course.
B. All students complete exercises but not assignments.
C. No students complete assignments.
D. No students have passed the course.",Unknown,Unknown,True,False,False,39,3,True,False
192,1,3,3,1.0,Is it true that all students who complete exercises have passed the course?,No,No,False,True,False,38,3,True,False
193,0,5,2,0.4,"Which of the following can be inferred about students based on the premises?
A. All students receive social work points.
B. All students are eligible for social work points.
C. No students are involved in social work.
D. No students donate blood.",Unknown,Unknown,True,False,False,45,2,True,False
193,1,5,2,0.4,Is it true that all students are involved in social work activities?,No,No,False,True,False,39,2,True,False
194,0,3,2,0.6666666666666666,"Which of the following can be inferred about students based on the premises?
A. All students are allowed to continue studying.
B. All students do not pay the required fees.
C. No students are allowed to continue studying.
D. Some students pay the fees but cannot continue studying.",Unknown,Unknown,True,False,False,33,2,True,False
194,1,3,2,0.6666666666666666,Is it true that all students who pay the required fees are allowed to continue studying?,No,No,False,True,False,37,2,True,False
195,0,5,2,0.4,"Which of the following can be inferred about students based on the premises?
A. All students are eligible for the final exam.
B. All students have not completed course requirements.
C. No students are eligible for the final exam.
D. Some students complete quizzes but are not eligible.",Unknown,Unknown,True,False,False,33,2,True,False
195,1,5,2,0.4,Is it true that all students have completed all course requirements?,No,No,False,True,False,34,2,True,False
196,0,4,2,0.5,"Which of the following can be inferred about students based on the premises?
A. All students have met the safety requirements for the lab.
B. All students are not enrolled in the chemistry course.
C. No students are required to wear a blouse in the lab.
D. Some students meet safety requirements but do not wear a blouse.",Unknown,Unknown,True,False,False,39,2,True,False
196,1,4,2,0.5,Is it true that all students are required to wear a blouse in the chemistry lab?,No,No,False,True,False,47,2,True,False
197,0,4,2,0.5,"Which of the following can be inferred about students based on the premises?
A. All students who eat food from the canteen get sick.
B. All students are careful with the food at the canteen.
C. No students eat food from the canteen.
D. Some students do not get sick from eating canteen food.",Unknown,Unknown,True,False,False,49,2,True,False
197,1,4,2,0.5,Is it true that some students are careful with food generally?,No,No,False,True,False,47,2,True,False
198,0,4,2,0.5,"Which of the following can be inferred about students based on the premises?
A. All students are eligible for graduation.
B. All students are enrolled in a course.
C. No students complete the course successfully.
D. Some students complete the course but are not eligible for graduation.",Unknown,Unknown,True,False,False,47,2,True,False
198,1,4,2,0.5,Is it true that some students are enrolled in a course?,No,No,False,True,False,39,2,True,False
199,0,4,2,0.5,"Which of the following can be inferred about students based on the premises?
A. All students are enrolled in a course.
B. All students have passed the course.
C. Some students are eligible for the next course.
D. Some students work on a project but don’t complete it.",Unknown,Unknown,True,False,False,45,3,False,False
199,1,4,2,0.5,Is it true that some students have passed the course?,No,No,False,True,False,31,2,True,False
200,0,3,2,0.6666666666666666,"Which of the following can be inferred about students based on the premises?
A. All students sleep in the library during the designated time.
B. All students are allowed to sleep in the library.
C. No students use the library for sleeping.
D. Some students are not allowed to sleep in the library.",Unknown,Unknown,True,False,False,47,2,True,False
200,1,3,2,0.6666666666666666,Is it true that all students are allowed to sleep in the library?,No,No,False,True,False,45,2,True,False
201,0,4,2,0.5,"Which of the following can be inferred about students?
A. Some students complete their studies successfully
B. All students are enrolled in the university
C. Some students are not actively studying
D. Some students do not attend all required lectures",Unknown,Unknown,True,False,False,33,2,True,False
201,1,4,2,0.5,Is it true that there exists a student who is actively studying?,No,No,False,True,False,28,2,True,False
202,0,5,2,0.4,"Which of the following can be inferred about individuals?
A. All individuals complete assignments
B. All individuals are enrolled in a course
C. Some individuals do not complete tasks
D. Some individuals are not engaged in educational activities",Unknown,Unknown,True,False,False,25,2,True,False
202,1,5,2,0.4,Is it true that some individuals are enrolled in a course?,No,No,False,True,False,34,3,False,False
203,0,5,3,0.6,"Which of the following can be inferred about students?
A. All students applying for a scholarship have completed all required tasks
B. All students have received a scholarship
C. Some students apply but have not received a scholarship
D. Some students are eligible but have not received a scholarship",Unknown,Unknown,True,False,False,34,3,True,False
203,1,5,2,0.4,Is it true that some students have received a scholarship?,No,No,False,True,False,31,2,True,False
204,0,5,2,0.4,"Which of the following can be inferred about students?
A. Some students study offline
B. All students complete online study tasks
C. Some students do not complete offline tasks
D. All students manage offline and online study time effectively",Unknown,Unknown,True,False,False,29,2,True,False
204,1,5,2,0.4,Is it true that some students successfully complete online study tasks?,No,No,False,True,False,32,2,True,False
205,0,5,2,0.4,"Which of the following can be inferred about students?
A. Some students study offline
B. All students study online
C. Some students do not complete offline tasks
D. All students manage offline and online study time effectively",Unknown,Unknown,True,False,False,29,2,True,False
205,1,5,3,0.6,Is it true that some students study online?,No,No,False,True,False,37,3,True,False
206,0,14,2,0.14285714285714285,"Based on the above premises, which statement can be inferred?
A. ((¬certified(x) → ¬can_teach(x)) ∧ ¬(¬can_teach(x) → ¬research_foundation(x)))
B. ((¬certified(x) → ¬can_teach(x)) → (¬can_teach(x) → ¬research_foundation(x)))
C. ((¬can_teach(x) → ¬research_foundation(x)) → (¬certified(x) → ¬can_teach(x)))
D. ¬((¬certified(x) → ¬can_teach(x)) → (¬can_teach(x) → ¬research_foundation(x)))",Unknown,Unknown,True,False,False,48,2,True,False
206,1,14,1,0.07142857142857142,"Based on the above premises, is the following statement true?
Statement: All students receive training.",No,No,False,True,False,16,1,True,False
207,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (publishes_papers(x) → teaches(x))
B. (∀x (teaches(x) → publishes_papers(x)) ∧ ¬∀x (teaches(x) → publishes_papers(x)))
C. ∀x (teaches(x) → publishes_papers(x))
D. ¬∀x (teaches(x) → publishes_papers(x))",Unknown,Unknown,True,False,False,47,2,True,False
207,1,16,1,0.0625,"Based on the above premises, is the following statement true?
Statement: If a student publishes papers, then they conduct research.",No,No,False,True,False,24,1,True,False
208,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (R(x) → P(x))
B. (∀x (P(x) → R(x)) ∧ ¬∀x (P(x) → R(x)))
C. ∀x (P(x) → R(x))
D. ¬∀x (P(x) → R(x))",Unknown,Unknown,True,False,False,44,2,True,False
208,1,16,2,0.125,"Based on the above premises, is the following statement true?
Statement: (¬T(x) → ¬P(x))",No,No,False,True,False,50,2,True,False
209,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (S(x) → Q(x))
B. (∀x (Q(x) → S(x)) ∧ ¬∀x (Q(x) → S(x)))
C. ∀x (Q(x) → S(x))
D. ¬∀x (Q(x) → S(x))",Unknown,Unknown,True,False,False,44,2,True,False
209,1,16,1,0.0625,"Based on the above premises, is the following statement true?
Statement: There exists at least one student who is engaged in training.",No,No,False,True,False,33,1,True,True
210,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (P(x) → S(x))
B. ∀x (S(x) → P(x))
C. ¬∀x (S(x) → P(x))
D. (∀x (S(x) → P(x)) ∧ ¬∀x (S(x) → P(x)))",A,MCQ_A,True,False,False,38,2,True,False
210,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: ∃x T(x)",Yes,Yes,False,False,True,29,1,True,False
211,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (T(x) → R(x))
B. ∀x (S(x) → P(x))
C. ¬∀x (S(x) → P(x))
D. (∀x (S(x) → P(x)) ∧ ¬∀x (S(x) → P(x)))",Unknown,Unknown,True,False,False,38,2,True,False
211,1,16,1,0.0625,"Based on the above premises, is the following statement true?
Statement: There exists at least one student who is engaged in training.",No,No,False,True,False,32,1,True,True
212,0,15,2,0.13333333333333333,"Based on the above premises, which statement can be inferred?
A. ∀x (T(x) → R(x))
B. ¬∀x (S(x) → P(x))
C. ∀x (S(x) → P(x))
D. (∀x (S(x) → P(x)) ∧ ¬∀x (S(x) → P(x)))",B,MCQ_B,True,False,False,40,2,True,False
212,1,15,2,0.13333333333333333,"Based on the above premises, is the following statement true?
Statement: ((R(x) → S(x)) → (S(x) → P(x)))",Yes,Yes,False,True,False,36,2,True,False
213,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (R(x) → Q(x))
B. ∀x (Q(x) → R(x))
C. ¬∀x (R(x) → Q(x))
D. (∀x (R(x) → Q(x)) ∧ ¬∀x (R(x) → Q(x)))",Unknown,Unknown,True,False,False,38,2,True,False
213,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: There exists at least one student who has completed prerequisite courses.",No,No,False,False,True,32,1,True,True
214,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (S(x) → R(x))
B. ∀x (R(x) → S(x))
C. ¬∀x (S(x) → R(x))
D. (∀x (S(x) → R(x)) ∧ ¬∀x (S(x) → R(x)))",Unknown,Unknown,True,False,False,38,2,True,False
214,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: If a student does not undergo training, then they do not engage in self-study.",No,No,False,False,True,32,1,True,False
215,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (S(x) → R(x))
B. ∀x (P(x) → T(x))
C. ¬∀x (S(x) → R(x))
D. (∀x (S(x) → R(x)) ∧ ¬∀x (S(x) → R(x)))",Unknown,Unknown,True,False,False,37,2,True,False
215,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: If a student meets a certain qualification, then they engage in self-study.",No,No,False,False,True,29,1,True,False
216,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (R(x) → T(x))
B. ¬∀x (T(x) → R(x))
C. ∀x (T(x) → R(x))
D. (∀x (T(x) → R(x)) ∧ ¬∀x (T(x) → R(x)))",Unknown,Unknown,True,False,False,29,2,True,False
216,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: All students have understanding.",No,No,False,False,True,21,1,True,False
217,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (K(x) → S(x))
B. ¬∀x (S(x) → K(x))
C. ∀x (S(x) → K(x))
D. (∀x (S(x) → K(x)) ∧ ¬∀x (S(x) → K(x)))",Unknown,Unknown,True,False,False,36,2,True,False
217,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: All students have access to resources.",No,No,False,False,True,25,1,True,False
218,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (S(x) → R(x))
B. ∀x (R(x) → S(x))
C. ¬∀x (R(x) → S(x))
D. (∀x (R(x) → S(x)) ∧ ¬∀x (R(x) → S(x)))",A,MCQ_A,True,False,False,31,2,True,False
218,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: All students have qualifications.",No,No,False,False,True,21,1,True,False
219,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (U(x) → P(x))
B. ¬∀x (P(x) → U(x))
C. ∀x (P(x) → U(x))
D. (∀x (P(x) → U(x)) ∧ ¬∀x (P(x) → U(x)))",Unknown,Unknown,True,False,False,29,2,True,False
219,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: ((If lacking training leads to lacking proficiency) → (Proficiency leads to training))",No,No,False,False,True,28,1,True,False
220,0,16,2,0.125,"Based on the above premises, which statement can be inferred?
A. ∀x (R(x) → T(x))
B. ∀x (T(x) → R(x))
C. ¬∀x (R(x) → T(x))
D. (∀x (R(x) → T(x)) ∧ ¬∀x (R(x) → T(x)))",Unknown,Unknown,True,False,False,32,2,True,False
220,1,16,1,0.0625,"Based on the above premises, is the statement true?
Statement: All students have skills.",No,No,False,False,True,21,1,True,False
221,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. If a student is familiar with HCMUT's code of conduct, then they adhere to HCMUT's code of conduct, and if they adhere to the code of conduct, they uphold HCMUT's values.
B. If a student is familiar with HCMUT's code of conduct, then they adhere to HCMUT's code of conduct, but if they adhere to the code of conduct, they do not uphold HCMUT's values.
C. If a student is familiar with HCMUT's code of conduct, then they adhere to HCMUT's code of conduct, and if there are vibrant student clubs at HCMUT, then all students adhere to HCMUT's code of conduct.
D. If a student is familiar with HCMUT's code of conduct, then they adhere to HCMUT's code of conduct, but if there are vibrant student clubs at HCMUT, then not all students adhere to HCMUT's code of conduct.",C,MCQ_C,True,False,False,101,3,True,False
221,1,7,3,0.42857142857142855,"Based on the above premises, is the following statement true?
Statement: If there are vibrant student clubs at HCMUT, then all students adhere to HCMUT's code of conduct, and all students adhere to HCMUT's code of conduct.",No,No,False,True,False,81,3,True,False
222,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. If a student is enrolled in a university program and has access to academic resources, then there exists at least one student who has completed a research project, and there exists at least one student who is participating in an internship program.
B. If a student is enrolled in a university program and has access to academic resources, then there exists at least one student who has completed a research project, but there does not exist at least one student who is participating in an internship program.
C. If a student is enrolled in a university program and has access to academic resources, then there exists at least one student who has completed a research project, and if a student is conducting research, then the student has completed a research project.
D. If a student is enrolled in a university program and has access to academic resources, then there exists at least one student who has completed a research project, but if a student is conducting research, then the student has not completed a research project.",A,MCQ_A,True,False,False,154,4,False,True
222,1,7,6,0.8571428571428571,"Based on the above premises, is the following statement true?
Statement: If a student is enrolled in a university program, then there exists at least one student who is participating in an internship program, and there exists at least one student who has completed a research project.",No,No,False,True,False,182,6,True,True
223,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. If a student is enrolled in a course, then they have access to study materials, and if every student has access to study materials, then there exists at least one student who is enrolled in a course.
B. If a student is enrolled in a course, then they have access to study materials, but if every student has access to study materials, then there does not exist at least one student who is enrolled in a course.
C. If a student is enrolled in a course, then they have access to study materials, and if a student doesn’t have a scholarship, then they don’t pay full tuition.
D. If a student is enrolled in a course, then they have access to study materials, but if a student doesn’t have a scholarship, then they pay full tuition.",A,MCQ_A,True,False,False,103,3,True,True
223,1,7,2,0.2857142857142857,"Based on the above premises, is the following statement true?
Statement: If a student is enrolled in a course, then they have access to study materials, and every student has access to study materials.",No,No,False,True,False,64,2,True,False
224,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. If a student is not studying, then they are not revising, and if a student is not understanding the material, then they are not revising.
B. If a student is not studying, then they are not revising, but if a student is not understanding the material, then they are revising.
C. If a student is not studying, then they are not revising, and if a student is revising, then they are taking an exam.
D. If a student is not studying, then they are not revising, but if a student is revising, then they are not taking an exam.",A,MCQ_A,True,False,False,94,3,True,False
224,1,7,3,0.42857142857142855,"Based on the above premises, is the following statement true?
Statement: If a student is not studying, then they are not revising, and if a student is not understanding the material, then they are not revising.",No,No,False,True,False,94,3,True,False
225,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If there exists at least one student who is studying, then there exists at least one student who is preparing for an exam, and if there exists at least one student who is preparing for an exam, then there exists at least one student who is studying.
B. If there exists at least one student who is studying, then there exists at least one student who is preparing for an exam, but if there exists at least one student who is preparing for an exam, then there does not exist at least one student who is studying.
C. If there exists at least one student who is studying, then there exists at least one student who is preparing for an exam, and every student is asking questions.
D. If there exists at least one student who is studying, then there exists at least one student who is preparing for an exam, but not every student is asking questions.",A,MCQ_A,True,False,False,140,4,True,True
225,1,7,4,0.5714285714285714,"Based on the above premises, is the following statement true?
Statement: If there exists at least one student who is studying, then there exists at least one student who is preparing for an exam, and if there exists at least one student who is preparing for an exam, then there exists at least one student who is studying.",No,No,False,True,False,140,4,True,True
226,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If there exists at least one student who is revising, then if a student is revising, they are studying, and if a student is studying, then they are revising.
B. If there exists at least one student who is revising, then if a student is revising, they are studying, but if a student is studying, then they are not revising.
C. If there exists at least one student who is revising, then if a student is revising, they are studying, and every student is attending tutorials.
D. If there exists at least one student who is revising, then if a student is revising, they are studying, but not every student is attending tutorials.",A,MCQ_A,True,False,False,101,4,True,True
226,1,7,5,0.7142857142857143,"Based on the above premises, is the following statement true?
Statement: If there exists at least one student who is revising, then if a student is revising, they are studying, and every student is attending tutorials.",Yes,Yes,False,True,False,112,5,True,True
227,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. If a student is preparing for an exam, then they are asking questions, and if a student is not studying, then they are not attending tutorials.
B. If a student is preparing for an exam, then they are asking questions, but if a student is not studying, then they are attending tutorials.
C. If a student is preparing for an exam, then they are asking questions, and if a student is not revising, then they are not preparing for an exam.
D. If a student is preparing for an exam, then they are asking questions, but if a student is not revising, then they are preparing for an exam.",A,MCQ_A,True,False,False,97,3,True,False
227,1,7,3,0.42857142857142855,"Based on the above premises, is the following statement true?
Statement: If a student is preparing for an exam, then they are asking questions, and if a student is not studying, then they are not attending tutorials.",No,No,False,True,False,97,3,True,False
228,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. If a student is preparing for an exam, then they are understanding the material, and every student is attending tutorials.
B. If a student is preparing for an exam, then they are understanding the material, but not every student is attending tutorials.
C. If a student is preparing for an exam, then they are understanding the material, and if a student is understanding the material, then they are revising.
D. If a student is preparing for an exam, then they are understanding the material, but if a student is understanding the material, then they are not revising.",A,MCQ_A,True,False,False,81,3,True,False
228,1,7,3,0.42857142857142855,"Based on the above premises, is the following statement true?
Statement: If a student is preparing for an exam, then they are understanding the material, and every student is attending tutorials.",No,No,False,True,False,81,3,True,False
229,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If there exists at least one student who is attending tutorials, then if a student is not asking questions, they are not attending tutorials, and every student is preparing for an exam.
B. If there exists at least one student who is attending tutorials, then if a student is not asking questions, they are not attending tutorials, but not every student is preparing for an exam.
C. If there exists at least one student who is attending tutorials, then if a student is not asking questions, they are not attending tutorials, and every student is understanding the material.
D. If there exists at least one student who is attending tutorials, then if a student is not asking questions, they are not attending tutorials, but not every student is understanding the material.",A,MCQ_A,True,False,False,112,4,True,True
229,1,7,4,0.5714285714285714,"Based on the above premises, is the following statement true?
Statement: If there exists at least one student who is attending tutorials, then if a student is not asking questions, they are not attending tutorials, and every student is preparing for an exam.",No,No,False,True,False,112,4,True,True
230,0,7,5,0.7142857142857143,"Based on the above premises, which statement can be inferred?
A. If there exists at least one student who is asking questions, then if a student is not revising, they are not studying, and if a student is not revising, then they are not asking questions.
B. If there exists at least one student who is asking questions, then if a student is not revising, they are not studying, but if a student is not revising, then they are asking questions.
C. If there exists at least one student who is asking questions, then if a student is not revising, they are not studying, and if a student is asking questions, then they are revising.
D. If there exists at least one student who is asking questions, then if a student is not revising, they are not studying, but if a student is asking questions, then they are not revising.",A,MCQ_A,True,False,False,143,5,True,True
230,1,7,5,0.7142857142857143,"Based on the above premises, is the following statement true?
Statement: If there exists at least one student who is asking questions, then if a student is not revising, they are not studying, and if a student is not revising, then they are not asking questions.",No,No,False,True,False,143,5,True,True
231,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If a student is attending tutorials, then they are understanding the material, and there exists at least one student who is asking questions.
B. If a student is attending tutorials, then they are understanding the material, but there does not exist at least one student who is asking questions.
C. If a student is attending tutorials, then they are understanding the material, and every student is studying.
D. If a student is attending tutorials, then they are understanding the material, but not every student is studying.",A,MCQ_A,True,False,False,98,4,True,True
231,1,7,4,0.5714285714285714,"Based on the above premises, is the following statement true?
Statement: If a student is attending tutorials, then they are understanding the material, and there exists at least one student who is asking questions.",Yes,Yes,False,True,False,98,4,True,True
232,0,7,6,0.8571428571428571,"Based on the above premises, which statement can be inferred?
A. If there exists at least one student who is understanding the material, then if a student is attending tutorials, they are understanding the material, and every student is studying.
B. If there exists at least one student who is understanding the material, then if a student is attending tutorials, they are understanding the material, but not every student is studying.
C. If there exists at least one student who is understanding the material, then if a student is attending tutorials, they are understanding the material, and if a student is revising, then they are studying.
D. If there exists at least one student who is understanding the material, then if a student is attending tutorials, they are understanding the material, but if a student is revising, then they are not studying.",A,MCQ_A,True,False,False,139,6,True,True
232,1,7,6,0.8571428571428571,"Based on the above premises, is the following statement true?
Statement: If there exists at least one student who is understanding the material, then if a student is attending tutorials, they are understanding the material, and every student is studying.",Yes,Yes,False,True,False,139,6,True,True
233,0,3,2,0.6666666666666666,"Based on the premises, which statement can be inferred?
A. All students are both revising and understanding the material.
B. Some students are revising but not understanding the material.
C. No students are revising or understanding the material.
D. Understanding the material implies not revising.",A,MCQ_A,True,False,False,64,2,True,False
233,1,3,2,0.6666666666666666,"Do all students both understand the material and ask questions, according to the premises?",Yes,Yes,False,True,False,31,2,True,False
234,0,7,5,0.7142857142857143,"Based on the above premises, which statement can be inferred?
A. If a student is not understanding the material, then they are not revising, and if a student is attending tutorials, then they are revising.
B. If a student is not understanding the material, then they are not revising, but if a student is attending tutorials, then they are not revising.
C. If a student is not understanding the material, then they are not revising, and every student is revising.
D. If a student is not understanding the material, then they are not revising, but not every student is revising.",A,MCQ_A,True,False,False,142,5,True,False
234,1,7,5,0.7142857142857143,"Based on the above premises, is the following statement true?
Statement: If a student is not understanding the material, then they are not revising, and if a student is attending tutorials, then they are revising.",No,No,False,True,False,142,5,True,False
235,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If a university student is revising, then they are preparing for an exam, and if a university student is studying, then they are understanding the material.
B. If a university student is revising, then they are preparing for an exam, but if a university student is studying, then they are not understanding the material.
C. If a university student is revising, then they are preparing for an exam, and if a university student is understanding the material, then they are asking questions.
D. If a university student is revising, then they are preparing for an exam, but if a university student is understanding the material, then they are not asking questions.",A,MCQ_A,True,False,False,142,4,True,False
235,1,7,4,0.5714285714285714,"Based on the above premises, is the following statement true?
Statement: If a university student is revising, then they are preparing for an exam, and if a university student is studying, then they are understanding the material.",No,No,False,True,False,142,4,True,False
236,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If there exists at least one student who is revising, then every student is studying, and every student is attending tutorials.
B. If there exists at least one student who is revising, then every student is studying, but not every student is attending tutorials.
C. If there exists at least one student who is revising, then every student is studying, and if a student is not revising, then they are not asking questions.
D. If there exists at least one student who is revising, then every student is studying, but if a student is not revising, then they are asking questions.",A,MCQ_A,True,False,False,80,4,False,True
236,1,7,4,0.5714285714285714,"Based on the above premises, is the following statement true?
Statement: If there exists at least one student who is revising, then every student is studying, and every student is attending tutorials.",Yes,Yes,False,True,False,80,4,False,True
237,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If a high school student is not proficient in algebra, then they will not ace calculus, and if a high school student studies math diligently, then they understand trigonometry.
B. If a high school student is not proficient in algebra, then they will not ace calculus, but if a high school student studies math diligently, then they do not understand trigonometry.
C. If a high school student is not proficient in algebra, then they will not ace calculus, and there exists at least one high school student who understands trigonometry.
D. If a high school student is not proficient in algebra, then they will not ace calculus, but there does not exist at least one high school student who understands trigonometry.",C,MCQ_C,True,False,False,153,4,True,True
237,1,7,4,0.5714285714285714,"Based on the above premises, is the following statement true?
Statement: If a high school student is not proficient in algebra, then they will not ace calculus, and there exists at least one high school student who understands trigonometry.",No,No,False,True,False,153,4,True,True
238,0,7,3,0.42857142857142855,"Based on the above premises, which statement can be inferred?
A. Every high school student is studious, and if every high school student is studious, then every high school student upholds school values.
B. Every high school student is studious, but if every high school student is studious, then every high school student does not uphold school values.
C. Every high school student is studious, and every high school student participates in extracurricular activities.
D. Every high school student is studious, but not every high school student participates in extracurricular activities.",A,MCQ_A,True,False,False,73,3,True,False
238,1,7,3,0.42857142857142855,"Based on the above premises, is the following statement true?
Statement: Every high school student is studious, and every high school student participates in extracurricular activities.",No,No,False,True,False,59,3,True,False
239,0,7,4,0.5714285714285714,"Based on the above premises, which statement can be inferred?
A. If a high school student attends tutoring sessions, then they improve their grades, and every high school student is diligent.
B. If a high school student attends tutoring sessions, then they improve their grades, but not every high school student is diligent.
C. If a high school student attends tutoring sessions, then they improve their grades, and every high school student is inquisitive.
D. If a high school student attends tutoring sessions, then they improve their grades, but not every high school student is inquisitive.",A,MCQ_A,True,False,False,108,4,True,False
239,1,7,4,0.5714285714285714,"Based on the above premises, is the following statement true?
Statement: If a high school student attends tutoring sessions, then they improve their grades, and there exists at least one high school student who attends tutoring sessions.",Yes,Yes,False,True,False,96,3,True,True
240,0,4,2,0.5,"Which of the following can be inferred about students?
A. Some students meet professional teaching standards
B. Some students do not possess basic teaching skills
C. All students have completed the Educational Psychology course
D. Some students are not enrolled in the Teacher Education program",Unknown,Unknown,True,False,False,31,2,True,False
240,1,4,2,0.5,"Is the following statement true? Statement: If all students are enrolled in the Teacher Education program, then there exists at least one student who has completed the Educational Psychology course",No,No,False,True,False,36,2,True,True
241,0,5,2,0.4,"Which of the following can be inferred about students?
A. Some students have submitted a research proposal
B. All students have passed the Research Methodology course
C. Some students are not enrolled in a thesis-based program
D. All students are eligible to apply for graduate scholarships",Unknown,Unknown,True,False,False,33,2,True,False
241,1,5,2,0.4,"Is the following statement true? Statement: If the statement 'if all students are enrolled in a thesis-based program, then at least one student has participated in a research project' is true, then all students are enrolled in a thesis-based program",No,No,False,True,False,38,2,True,True
242,0,4,2,0.5,"Which of the following can be inferred about online students?
A. Some online students have viewed at least one lecture video
B. All online students have completed a module quiz
C. Some online students have not logged into the platform
D. All online students have submitted a course feedback form",Unknown,Unknown,True,False,False,32,2,True,True
242,1,4,2,0.5,Is the following statement true? Statement: There exists at least one online student who has completed a module quiz,No,No,False,True,False,32,2,True,True
243,0,3,2,0.6666666666666666,"Which of the following can be inferred about students?
A. Some students are members of the student council
B. All students complete all assignments on time
C. Some students do not follow the classroom rules
D. Some students do not receive positive participation marks",Unknown,Unknown,True,False,False,33,2,True,False
243,1,3,2,0.6666666666666666,Is the following statement true? Statement: All students follow the classroom rules,No,No,False,True,False,33,2,True,False
244,0,5,3,0.6,"Which of the following can be inferred about students?
A. Some students are eligible to take the end-of-term quiz
B. All students are qualified for the academic achievement award
C. Some students have not submitted all required assignments
D. All students have volunteered in school activities",Unknown,Unknown,True,False,False,34,3,True,False
244,1,5,2,0.4,"Is the following statement true? Statement: If a student has not attended the required number of classes, then they are not eligible to take the end-of-term quiz",No,No,False,True,False,34,2,True,False
