id,question,cot,answer,unit
NL371,A capacitor with a capacitance of 6 µF is charged to a voltage of 120 V. Calculate the electric field energy of the capacitor.,"Step 1: Convert the capacitance to farads: $C = 6 \times 10^{-6}$ F.
Step 2: Use the energy formula $W = \frac{1}{2} C V^2$ with $V = 120$ V.
Step 3: Compute $V^2 = 120^2 = 14400$.
Step 4: Multiply to find the energy: $W = 0.5 \times 6 \times 10^{-6} \times 14400 = 0.0432$ J.",0.0432,J
NL011,A capacitor has a capacitance C = 30 μF and a voltage U = 120 V. Calculate the energy (mJ) stored in the electric field.,"Step 1: Convert the capacitance to farads: $C = 30 \times 10^{-6}$ F.
Step 2: Use the energy formula $E = \frac{1}{2} C U^2$ with $U = 120$ V.
Step 3: Compute $U^2 = 14400$ and multiply: $E = 0.5 \times 30 \times 10^{-6} \times 14400 = 0.216$ J.
Step 4: Convert joules to millijoules by multiplying by 1000, giving $E = 216.00$ mJ.",216.00,mJ
NL325,"At time t, the electric field energy is 3/4 of the total energy in an ideal LC circuit. What fraction is the magnetic field energy?","Step 1: In an ideal LC circuit, total energy is conserved and equals the sum of electric field energy $W_C$ and magnetic field energy $W_L$.
Step 2: Given $W_C = \frac{3}{4} W_{\text{total}}$, substitute into the conservation equation $W_{\text{total}} = W_C + W_L$.
Step 3: Solve for $W_L$: $W_L = W_{\text{total}} - \frac{3}{4} W_{\text{total}} = \frac{1}{4} W_{\text{total}}$.",1/4,-
NL089,A capacitor has an electric field energy of 0.8 mJ when U = 80 V. Calculate the capacitance (μF).,"Step 1: Convert the given energy from millijoules to joules: $E = 0.8 \times 10^{-3}$ J.
Step 2: Recall the energy formula for a capacitor, $E = \frac{1}{2} C U^2$, and rearrange to solve for capacitance: $C = \frac{2E}{U^2}$.
Step 3: Substitute the values $E = 0.8 \times 10^{-3}$ J and $U = 80$ V to get $C = \frac{2 \times 0.8 \times 10^{-3}}{80^2}$.
Step 4: Compute the result: $C = \frac{1.6 \times 10^{-3}}{6400} = 2.5 \times 10^{-7}$ F, which is $0.25$ μF.",0.25,μF
NL126,An inductor has a current of 1.5 A and a stored magnetic field energy of 1.0125 mJ. Calculate its inductance (H).,"Step 1: Convert the stored energy from millijoules to joules: $E = 1.0125 \times 10^{-3}$ J.
Step 2: Recall the formula for energy stored in an inductor: $E = \frac{1}{2} L I^2$, where $I = 1.5$ A.
Step 3: Rearrange the formula to solve for inductance: $L = \frac{2E}{I^2}$.
Step 4: Substitute the values to compute $L = \frac{2 \times 1.0125 \times 10^{-3}}{(1.5)^2} = 0.0009$ H.",0.0009,H
NL093,"An inductor has an inductance of 0.2 H, and the magnetic field energy is 0.5 mJ. Calculate the current (unit: A, round the result to two decimal places).","Step 1: Convert the magnetic field energy to joules: $E_L = 0.5$ mJ $= 0.5 \times 10^{-3}$ J.
Step 2: Use the energy formula for an inductor $E_L = \frac{1}{2} L I^2$ and rearrange to solve for current: $I = \sqrt{2 E_L / L}$.
Step 3: Substitute the values $E_L = 5 \times 10^{-4}$ J and $L = 0.2$ H to get $I = \sqrt{2 \times 5 \times 10^{-4} / 0.2}$.
Step 4: Simplify the expression to $I = \sqrt{5 \times 10^{-3}} = \sqrt{2}/20$ A, which rounds to $0.07$ A.",0.07,A
NL007,"An inductor has a magnetic field energy of 1.8 mJ and an inductance (L) of 0.3 H. Calculate the current (unit: A, round the result to two decimal places).","Step 1: Convert the given energy from millijoules to joules: $E = 1.8 \times 10^{-3}$ J.
Step 2: Recall the energy formula for an inductor $E = \frac{1}{2} L I^2$ and rearrange to solve for current: $I = \sqrt{\frac{2E}{L}}$.
Step 3: Substitute the values $E = 1.8 \times 10^{-3}$ J and $L = 0.3$ H to get $I = \sqrt{\frac{2 \times 1.8 \times 10^{-3}}{0.3}}$.
Step 4: Simplify the expression to $I = \sqrt{0.012} \approx 0.1095$ A and round to two decimal places to obtain $0.11$ A.",0.11,A
NL034,A capacitor stores energy of 1 mJ when the voltage across it is 100 V. Calculate its capacitance (μF).,"Step 1: Convert the given energy from millijoules to joules: $E = 1$ mJ $= 1 \times 10^{-3}$ J.
Step 2: Recall the energy formula for a capacitor $E = \frac{1}{2} C V^2$ and rearrange to solve for capacitance: $C = \frac{2E}{V^2}$.
Step 3: Substitute the values $E = 1 \times 10^{-3}$ J and $V = 100$ V to get $C = \frac{2 \times 10^{-3}}{100^2} = 2 \times 10^{-7}$ F.
Step 4: Convert the result to microfarads: $2 \times 10^{-7}$ F $= 0.20$ μF.",0.20,μF
NL081,"A capacitor has C = 100 μF, U = 50 V. Calculate the electric field energy (mJ) in the capacitor.","Step 1: Convert the capacitance to farads: $C = 100 \times 10^{-6}$ F.
Step 2: Use the energy formula $W = \frac{1}{2} C U^2$ with $U = 50$ V.
Step 3: Compute $U^2 = 2500$ and multiply: $W = 0.5 \times 100 \times 10^{-6} \times 2500 = 0.125$ J.
Step 4: Convert joules to millijoules: $0.125$ J $= 125.00$ mJ.",125.00,mJ
NL083,A capacitor is charged with 1.25 mJ of electrical energy and the voltage across it is 25 V. Calculate the capacitance (μF).,"Step 1: Convert the given energy from millijoules to joules: $E = 1.25 \times 10^{-3}$ J.
Step 2: Recall the energy formula for a capacitor: $E = \frac{1}{2} C V^2$, and rearrange to solve for $C$: $C = \frac{2E}{V^2}$.
Step 3: Substitute the values $E = 1.25 \times 10^{-3}$ J and $V = 25$ V to get $C = \frac{2 \times 1.25 \times 10^{-3}}{25^2}$.
Step 4: Compute the result: $C = \frac{2.5 \times 10^{-3}}{625} = 4.00 \times 10^{-6}$ F, which is $4.00$ μF.",4.00,μF
NL385,A parallel-plate capacitor is charged with a charge of 2 mC and a capacitance of 8 µF. Calculate the electric field energy.,"Step 1: Convert the given charge and capacitance to SI units: $Q = 2 \times 10^{-3}$ C and $C = 8 \times 10^{-6}$ F.
Step 2: Use the energy formula for a capacitor $W = \frac{Q^2}{2C}$.
Step 3: Substitute the values to get $W = \frac{(2 \times 10^{-3})^2}{2 \times 8 \times 10^{-6}} = \frac{4 \times 10^{-6}}{16 \times 10^{-6}}$.
Step 4: Simplify the fraction to obtain the energy $W = 0.25$ J.",0.25,J
NL364,"An LC circuit oscillates with a total energy of 0.8 J. At the moment the electric field energy is 0.2 J, what is the magnetic field energy?","Step 1: Identify the total energy $W = 0.8$ J and the electric field energy $W_C = 0.2$ J.
Step 2: Apply energy conservation in an ideal LC circuit: $W = W_C + W_L$, where $W_L$ is the magnetic field energy.
Step 3: Rearrange to solve for $W_L$: $W_L = W - W_C$.
Step 4: Substitute the values: $W_L = 0.8 - 0.2 = 0.6$ J.",0.6,J
NL391,A capacitor has a capacitance of 10 µF and a voltage of 200 V. Calculate the electric field energy stored in the capacitor.,"Step 1: Convert the capacitance to farads: $C = 10 \times 10^{-6}$ F, and note the voltage $V = 200$ V.
Step 2: Use the energy formula $U = \frac{1}{2} C V^2$ and substitute the values: $U = \frac{1}{2} \times (10 \times 10^{-6}) \times (200)^2$.
Step 3: Compute $V^2 = 40000$ and multiply: $\frac{1}{2} \times 10^{-5} \times 40000 = 0.2$ J.",0.2,J
NL032,A capacitor with C = 20 μF stores 2 mJ of energy. Calculate the voltage (unit: V) across its plates (round the result to two decimal places).,"Step 1: Convert the given capacitance and energy to SI units: $C = 20 \times 10^{-6}$ F and $E = 2 \times 10^{-3}$ J.
Step 2: Use the energy formula for a capacitor $E = \frac{1}{2} C V^2$ and rearrange to solve for voltage: $V = \sqrt{\frac{2E}{C}}$.
Step 3: Substitute the values to get $V = \sqrt{\frac{2 \times 2 \times 10^{-3}}{20 \times 10^{-6}}} = \sqrt{200}$.
Step 4: Compute the square root to find $V = 10\sqrt{2} \approx 14.14$ V.",14.14,V
NL090,"An inductor has an inductance (L) of 0.2 H, and the magnetic energy stored is 1.6 mJ. Calculate the current (A) through the inductor (round the result to two decimal places).","Step 1: Convert the magnetic energy from millijoules to joules: $E = 1.6 \times 10^{-3}$ J.
Step 2: Use the energy formula for an inductor $E = \frac{1}{2} L I^2$ and rearrange to solve for current: $I = \sqrt{\frac{2E}{L}}$.
Step 3: Substitute the values $E = 1.6 \times 10^{-3}$ J and $L = 0.2$ H to get $I = \sqrt{\frac{3.2 \times 10^{-3}}{0.2}} = \sqrt{0.016}$.
Step 4: Compute the square root to find $I \approx 0.1265$ A, which rounds to $0.13$ A.",0.13,A
NL114,"An inductor has a magnetic field energy of 1.2 mJ and L = 0.6 H. Calculate the current (unit: A, round the result to two decimal places).","Step 1: Convert the magnetic field energy from millijoules to joules: $E_B = 1.2 \text{ mJ} = 1.2 \times 10^{-3}$ J.
Step 2: Recall the energy formula for an inductor $E_B = \frac{1}{2} L I^2$ and rearrange to solve for current: $I = \sqrt{\frac{2 E_B}{L}}$.
Step 3: Substitute the values $E_B = 1.2 \times 10^{-3}$ J and $L = 0.6$ H to get $I = \sqrt{\frac{2 \times 1.2 \times 10^{-3}}{0.6}}$.
Step 4: Simplify the expression to $I = \sqrt{4 \times 10^{-3}} = \sqrt{0.004} \approx 0.0632$ A, which rounds to $0.06$ A.",0.06,A
NL121,A capacitor with C = 25 μF has a voltage of 120 V across it. Calculate the electric field energy (mJ) in the capacitor.,"Step 1: Convert the capacitance to farads: $C = 25 \times 10^{-6}$ F.
Step 2: Use the energy formula $E = \frac{1}{2} C U^2$ with $U = 120$ V.
Step 3: Compute $U^2 = 14400$ and multiply: $E = 0.5 \times 25 \times 10^{-6} \times 14400 = 0.18$ J.
Step 4: Convert joules to millijoules: $0.18$ J $= 180.00$ mJ.",180.00,mJ
NL349,"An inductor has an inductance of 0.2 H, and the current as a function of time is I = 2cos(100πt). What is the magnetic energy (J) at time t = 0?","Step 1: Use the magnetic energy formula $W_L = \frac{1}{2} L I^2$ with $L = 0.2$ H.
Step 2: Evaluate the current at $t = 0$ from $I = 2\cos(100\pi t)$, giving $I(0) = 2$ A.
Step 3: Substitute the values into the energy formula: $W_L = \frac{1}{2} \times 0.2 \times 2^2$.
Step 4: Compute the result: $W_L = 0.1 \times 4 = 0.4$ J.",0.4,J
NL039,"In an oscillating LC circuit, when the electric field energy is 1/4 of the total energy, what percentage (%) of the maximum current is the instantaneous current (round the result to one decimal place)?","Step 1: Express the total energy as the sum of electric and magnetic energies, $E = E_C + E_L$, and note that $E_C = \frac{1}{4}E$.
Step 2: Solve for the magnetic energy fraction: $E_L = E - \frac{1}{4}E = \frac{3}{4}E$.
Step 3: Relate the magnetic energy to the current using $E_L = \frac{1}{2}Li^2$ and the total energy to the maximum current using $E = \frac{1}{2}LI_0^2$.
Step 4: Set up the ratio $\frac{1}{2}Li^2 = \frac{3}{4} \cdot \frac{1}{2}LI_0^2$, which simplifies to $i/I_0 = \sqrt{3}/2 \approx 0.866$, giving a percentage of $86.6\%$.",86.6,%
NL094,A capacitor with C = 50 μF is charged to 100 V. It is then connected to an inductor. Calculate the total energy (mJ) of oscillation.,"Step 1: Convert the capacitance to farads: $C = 50 \, \mu\text{F} = 50 \times 10^{-6}$ F.
Step 2: Use the energy formula $E = \frac{1}{2} C U^2$ with $U = 100$ V to find the total energy in joules.
Step 3: Substitute the values: $E = \frac{1}{2} \times 50 \times 10^{-6} \times 100^2 = 0.25$ J.
Step 4: Convert the result to millijoules: $0.25$ J $= 250.00$ mJ.",250.00,mJ
NL311,How does the energy stored in a capacitor change if the capacitance is doubled and the voltage is kept constant?,"Step 1: Write the initial energy stored in the capacitor as $W_{C,\text{initial}} = \frac{1}{2} C U^2$.
Step 2: Double the capacitance to $C_{\text{new}} = 2C$ while keeping the voltage $U$ constant.
Step 3: Compute the new energy $W_{C,\text{new}} = \frac{1}{2} (2C) U^2 = 2 \times \frac{1}{2} C U^2$.
Step 4: Compare the new energy to the initial energy to find it increases by a factor of 2.",Increase by 2 times,-
NL019,An inductor has a current of 2 A and a magnetic energy of 0.5 mJ. Calculate its inductance (mH).,"Step 1: Convert the magnetic energy from millijoules to joules: $E = 0.5 \text{ mJ} = 0.5 \times 10^{-3}$ J.
Step 2: Recall the formula for energy stored in an inductor: $E = \frac{1}{2} L I^2$, where $I = 2$ A.
Step 3: Rearrange the formula to solve for inductance: $L = \frac{2E}{I^2}$.
Step 4: Substitute the values: $L = \frac{2 \times 0.5 \times 10^{-3}}{2^2} = \frac{1 \times 10^{-3}}{4} = 0.25 \times 10^{-3}$ H.
Step 5: Convert the result to millihenries: $0.25 \times 10^{-3}$ H $= 0.25$ mH.",0.25,mH
NL036,"A capacitor C = 45 μF, U = 60 V. Calculate the stored electric field energy (mJ).","Step 1: Convert the capacitance to farads: $C = 45 \times 10^{-6}$ F.
Step 2: Use the energy formula $E = \frac{1}{2} C U^2$ with $U = 60$ V.
Step 3: Compute $U^2 = 3600$ and multiply: $E = 0.5 \times 45 \times 10^{-6} \times 3600 = 0.081$ J.
Step 4: Convert joules to millijoules by multiplying by 1000, giving $81.00$ mJ.",81.00,mJ
NL352,A coil has an inductance of 0.6 H and a current of 2 A. What is the magnetic field energy (J)?,"Step 1: Identify the given inductance $L = 0.6$ H and current $I = 2$ A.
Step 2: Recall the formula for magnetic energy stored in an inductor: $W = \frac{1}{2} L I^2$.
Step 3: Substitute the values into the formula: $W = \frac{1}{2} \times 0.6 \times (2)^2$.
Step 4: Compute the result: $W = 0.3 \times 4 = 1.2$ J.",1.2,J
NL119,"An LC circuit is oscillating, and the current is zero. What form of energy is present at this moment?","Step 1: Recognize that in an LC circuit, energy oscillates between the inductor's magnetic field and the capacitor's electric field.
Step 2: The magnetic energy stored in the inductor is $U_L = \frac{1}{2} L I^2$, which depends on the current $I$.
Step 3: Since the current is given as zero, $U_L = \frac{1}{2} L \cdot 0^2 = 0$, meaning no energy is stored in the inductor.
Step 4: By conservation of energy, all the circuit's energy must therefore be stored in the electric field of the capacitor.",all the energy is stored in the electric field of the capacitor,—
NL130,An inductor has a magnetic field energy of 2 mJ and a current of 2 A. Calculate the inductance (H).,"Step 1: Convert the given energy to SI units: $E_L = 2$ mJ $= 2 \times 10^{-3}$ J, and note the current $I = 2$ A.
Step 2: Recall the energy formula for an inductor: $E_L = \frac{1}{2} L I^2$.
Step 3: Rearrange to solve for inductance: $L = \frac{2 E_L}{I^2}$.
Step 4: Substitute the values: $L = \frac{2 \times 2 \times 10^{-3}}{2^2} = \frac{4 \times 10^{-3}}{4} = 0.001$ H.",0.001,H
NL358,A capacitor has a voltage U(t) = 200cos(500t) and a capacitance C = 2 µF. What is the maximum energy (J) stored in the electric field?,"Step 1: Identify the maximum voltage amplitude from $U(t) = 200\cos(500t)$, which is $U_0 = 200$ V.
Step 2: Convert the capacitance to SI units: $C = 2 \times 10^{-6}$ F.
Step 3: Use the formula for maximum energy stored in a capacitor: $W_{\text{max}} = \frac{1}{2} C U_0^2$.
Step 4: Substitute the values: $W_{\text{max}} = \frac{1}{2} \times (2 \times 10^{-6}) \times 200^2$.
Step 5: Compute $200^2 = 40000$ and multiply to get $W_{\text{max}} = 10^{-6} \times 40000 = 0.04$ J.",0.04,J
NL382,A coil has an inductance of 0.4 H and a maximum current of 2.5 A. Calculate the maximum magnetic field energy.,"Step 1: Use the formula for maximum magnetic energy stored in an inductor: $W_{\text{max}} = \frac{1}{2} L I_{\text{max}}^2$.
Step 2: Substitute the given values $L = 0.4$ H and $I_{\text{max}} = 2.5$ A into the formula.
Step 3: Compute the square of the maximum current: $2.5^2 = 6.25$.
Step 4: Multiply to find the energy: $W_{\text{max}} = 0.5 \times 0.4 \times 6.25 = 1.25$ J.",1.25,J
NL302,The electric field energy in a capacitor is directly proportional to which of the following quantities?,"Step 1: Recall the formula for energy stored in a capacitor: $W_C = \frac{1}{2} C U^2$, where $C$ is capacitance and $U$ is voltage.
Step 2: From the formula, $W_C$ is directly proportional to $U^2$ when capacitance is constant.",The square of the voltage (U²),-
NL335,"A capacitor with a capacitance of 2 µF is charged and then disconnected from the source. If the distance between the plates is quadrupled, how many times the initial energy is the new electric field energy?","Step 1: The capacitance of a parallel-plate capacitor is $C = \frac{\epsilon_0 A}{d}$, so quadrupling the distance $d$ to $4d$ changes the capacitance to $C' = \frac{\epsilon_0 A}{4d} = 0.25C$.
Step 2: Since the capacitor is disconnected, the charge $Q$ remains constant, and the stored energy is $W = \frac{Q^2}{2C}$.
Step 3: Substituting the new capacitance gives $W' = \frac{Q^2}{2(0.25C)} = \frac{1}{0.25} \cdot \frac{Q^2}{2C} = 4W$.",4,-
NL361,"A capacitor with capacitance C = 10 µF is connected to an ideal LC circuit. When the voltage across the capacitor is 100√2 V, what is the electric field energy?","Step 1: Convert the capacitance to farads: $C = 10 \times 10^{-6}$ F.
Step 2: Use the energy formula for a capacitor: $W = \frac{1}{2} C V^2$.
Step 3: Substitute the voltage $V = 100\sqrt{2}$ V and compute $V^2 = (100\sqrt{2})^2 = 20000$.
Step 4: Calculate the energy: $W = \frac{1}{2} \times (10 \times 10^{-6}) \times 20000 = 0.1$ J.",0.1,J
NL327,"The electric field energy in the capacitor gradually increases from zero to its maximum, while simultaneously the magnetic field energy decreases from its maximum to zero. What does this indicate about the oscillation process?","Step 1: The description shows that as electric field energy rises from zero to its maximum, magnetic field energy falls from its maximum to zero.
Step 2: This inverse relationship indicates a continuous transfer of energy between the electric and magnetic fields.
Step 3: The total energy in the system remains constant during this exchange, which is a hallmark of an oscillating LC circuit.
Step 4: Therefore, the process indicates that energy is conserved throughout the oscillation.",Conservation of energy,-
NL305,What is the shape of the graph representing the energy stored in a capacitor as a function of the voltage U?,"Step 1: Recall the formula for energy stored in a capacitor: $W_C = \frac{1}{2} C U^2$, where $C$ is a positive constant.
Step 2: Recognize that $W_C$ is proportional to $U^2$, which is a quadratic relationship.
Step 3: Conclude that the graph of a quadratic function with a positive coefficient is an upward parabola.",upward parabola,-
NL024,"A capacitor C = 25 μF is charged at U = 120 V. After that, it is connected to an inductor. Calculate the total oscillation energy (mJ).","Step 1: The total oscillation energy equals the initial energy stored in the capacitor, given by $E = \frac{1}{2} C U^2$.
Step 2: Substitute $C = 25 \times 10^{-6}$ F and $U = 120$ V into the formula to get $E = 0.5 \times 25 \times 10^{-6} \times 120^2$.
Step 3: Compute $120^2 = 14400$, then multiply to find $E = 0.5 \times 25 \times 10^{-6} \times 14400 = 0.18$ J.
Step 4: Convert the energy from joules to millijoules by multiplying by 1000, yielding $180.00$ mJ.",180.00,mJ
NL116,An inductor has a current of 2.2 A and a magnetic energy of 1.21 mJ. Calculate the inductance (H).,"Step 1: Convert the magnetic energy from millijoules to joules: $E = 1.21 \times 10^{-3}$ J.
Step 2: Recall the formula for energy stored in an inductor: $E = \frac{1}{2} L I^2$, where $I = 2.2$ A.
Step 3: Rearrange the formula to solve for inductance: $L = \frac{2E}{I^2}$.
Step 4: Substitute the values: $L = \frac{2 \times 1.21 \times 10^{-3}}{(2.2)^2} = \frac{2.42 \times 10^{-3}}{4.84} = 0.0005$ H.",0.0005,H
NL399,A capacitor has a voltage function U(t) = 250 × sin(1000t) V and a capacitance C = 8 µF. Calculate the maximum electric field energy stored in the capacitor.,"Step 1: Identify the maximum voltage $U_{\text{max}}$ from $U(t) = 250 \sin(1000t)$ V, which is $250$ V.
Step 2: Recall the formula for maximum energy stored in a capacitor: $U_{E,\text{max}} = \frac{1}{2} C U_{\text{max}}^2$.
Step 3: Substitute $C = 8 \times 10^{-6}$ F and $U_{\text{max}} = 250$ V into the formula.
Step 4: Compute $U_{\text{max}}^2 = 250^2 = 62500$, then multiply: $0.5 \times 8 \times 10^{-6} \times 62500 = 0.25$ J.",0.25,J
NL344,A capacitor charged to 250 V has an electric field energy of 0.2 J. Calculate the capacitance (µF) of the capacitor.,"Step 1: Identify the given values: voltage $U = 250$ V and stored energy $W_C = 0.2$ J.
Step 2: Use the energy formula for a capacitor $W_C = \frac{1}{2} C U^2$ and rearrange to solve for capacitance: $C = \frac{2 W_C}{U^2}$.
Step 3: Substitute the values into the formula: $C = \frac{2 \times 0.2}{250^2} = \frac{0.4}{62500}$ F.
Step 4: Compute the result in farads: $C = 6.4 \times 10^{-6}$ F, then convert to microfarads to get $6.4$ µF.",6.4,µF
NL008,"An inductor has a magnetic field energy of 0.45 mJ, and the current through it is 0.3 A. Calculate the inductance (H).","Step 1: Convert the magnetic field energy from millijoules to joules: $E_L = 0.45 \times 10^{-3}$ J.
Step 2: Recall the formula for energy stored in an inductor: $E_L = \frac{1}{2} L I^2$, where $I = 0.3$ A.
Step 3: Rearrange the formula to solve for inductance: $L = \frac{2 E_L}{I^2}$.
Step 4: Substitute the values: $L = \frac{2 \times 0.45 \times 10^{-3}}{(0.3)^2} = \frac{0.9 \times 10^{-3}}{0.09} = 0.01$ H.",0.01,H
NL091,A capacitor with a capacitance of 10 μF is charged to 200 V and then isolated. The voltage then decreases to 100 V. What percentage (%) of the initial energy remains?,"Step 1: Write the initial energy stored in the capacitor as $E_1 = \frac{1}{2} C U_1^2$ with $C = 10 \times 10^{-6}$ F and $U_1 = 200$ V.
Step 2: Write the final energy as $E_2 = \frac{1}{2} C U_2^2$ with $U_2 = 100$ V.
Step 3: The percentage of energy remaining is $(E_2 / E_1) \times 100 = (U_2^2 / U_1^2) \times 100 = (100^2 / 200^2) \times 100$.
Step 4: Compute $(1/4) \times 100 = 25$, so 25% of the initial energy remains.",25,%
NL308,When will the magnetic field energy in a coil be zero?,"Step 1: Recall the formula for magnetic field energy stored in a coil: $W_L = \frac{1}{2} L I^2$.
Step 2: Note that $\frac{1}{2}$ is a constant and the inductance $L$ is a positive, non-zero property of the coil.
Step 3: For the product $\frac{1}{2} L I^2$ to be zero, the current $I$ must be zero.",When the current is zero,-
NL303,What is the formula for the magnetic field energy in a pure inductor?,"Step 1: Recall the fundamental expression for energy stored in the magnetic field of a pure inductor.
Step 2: The energy $W$ depends on the inductance $L$ and the square of the current $I$ flowing through it.
Step 3: The formula is $W = \frac{1}{2} L I^2$.",W = \frac{1}{2} L I^2,-
NL339,"A capacitor has a capacitance of 6 µF, and the charge on the capacitor is 1200 µC. What is the electric field energy?","Step 1: Convert the given capacitance and charge to SI units: $C = 6 \times 10^{-6}$ F and $Q = 1200 \times 10^{-6} = 1.2 \times 10^{-3}$ C.
Step 2: Use the energy formula for a capacitor, $W = \frac{Q^2}{2C}$.
Step 3: Substitute the values to get $W = \frac{(1.2 \times 10^{-3})^2}{2 \times 6 \times 10^{-6}} = \frac{1.44 \times 10^{-6}}{12 \times 10^{-6}}$.
Step 4: Compute the result to find the stored energy is $0.12$ J.",0.12,J
NL088,An inductor has a current of 2 A and an inductance of 0.5 H. Calculate the magnetic energy (mJ).,"Step 1: Identify the given values: current $I = 2$ A and inductance $L = 0.5$ H.
Step 2: Use the magnetic energy formula $E_B = \frac{1}{2} L I^2$ and substitute the values: $E_B = \frac{1}{2} \times 0.5 \times (2)^2$.
Step 3: Compute the energy in joules: $E_B = 0.25 \times 4 = 1$ J.
Step 4: Convert the result to millijoules by multiplying by 1000, yielding $1000.00$ mJ.",1000.00,mJ
NL340,"An LC circuit has L = 0.1 H and C = 25 µF. The total oscillatory energy is 0.5 J. At the moment when the magnetic field energy is 0.3 J, what is the electric field energy (J)?","Step 1: Recall that the total oscillatory energy in an LC circuit is conserved and equals the sum of the magnetic field energy $W_L$ and the electric field energy $W_C$.
Step 2: Identify the given total energy $W_{\text{total}} = 0.5$ J and the magnetic field energy $W_L = 0.3$ J.
Step 3: Solve for the electric field energy using $W_C = W_{\text{total}} - W_L = 0.5 - 0.3$.
Step 4: Compute the result to find $W_C = 0.2$ J.",0.2,J
NL332,"A coil has an inductance L = 0.4 H, and a current I = 5 A flows through it. What is the magnetic field energy?","Step 1: Recall the formula for magnetic energy stored in an inductor: $W = \frac{1}{2} L I^2$.
Step 2: Substitute the given values $L = 0.4$ H and $I = 5$ A into the formula.
Step 3: Compute $I^2 = 25$ and then $\frac{1}{2} \times 0.4 \times 25 = 0.2 \times 25 = 5$ J.",5,J
NL328,"A parallel-plate capacitor is charged and then disconnected from the source. If the distance between the plates is tripled, how will the electric field energy change?","Step 1: Recognize that disconnecting the capacitor from the source keeps the charge $Q$ constant.
Step 2: Recall the capacitance formula $C = \varepsilon A / d$, so tripling the distance to $d' = 3d$ gives a new capacitance $C' = C/3$.
Step 3: Use the energy formula $W_C = Q^2 / (2C)$ with constant $Q$ to find the new energy $W_C' = Q^2 / (2C') = Q^2 / (2C/3) = 3 \cdot Q^2 / (2C)$.
Step 4: Compare the new energy to the original, showing $W_C' = 3 W_C$, so the energy triples.",triple,-
NL372,"An inductor has an inductance of 0.25 H. When the current reaches its maximum value of 2√2 A, what is the maximum magnetic field energy?","Step 1: Identify the given values: inductance $L = 0.25$ H and maximum current $I_{\text{max}} = 2\sqrt{2}$ A.
Step 2: Use the formula for maximum magnetic energy stored in an inductor: $W_{\text{max}} = \frac{1}{2} L I_{\text{max}}^2$.
Step 3: Compute the square of the maximum current: $(2\sqrt{2})^2 = 4 \times 2 = 8$.
Step 4: Substitute and calculate: $W_{\text{max}} = \frac{1}{2} \times 0.25 \times 8 = 0.125 \times 8 = 1$ J.",1,J
NL389,"Question:
In an ideal LC circuit, the total oscillating energy is 0.5 J. At the moment when the electric field energy is 0.125 J, what is the magnetic field energy?","Step 1: Recognize that in an ideal LC circuit, total energy is conserved and equals the sum of electric field energy $U_E$ and magnetic field energy $U_B$.
Step 2: Note the given total oscillating energy is $U_{\text{total}} = 0.5$ J.
Step 3: Note the given electric field energy at the specified moment is $U_E = 0.125$ J.
Step 4: Compute the magnetic field energy as $U_B = U_{\text{total}} - U_E = 0.5 - 0.125 = 0.375$ J.",0.375,J
NL304,"An inductor has an inductance of 0.2 H, and a current of 3 A flows through it. What is the magnetic field energy (J)?","Step 1: Identify the given values: inductance $L = 0.2$ H and current $I = 3$ A.
Step 2: Recall the formula for magnetic energy stored in an inductor: $W_L = \frac{1}{2} L I^2$.
Step 3: Substitute the values into the formula: $W_L = \frac{1}{2} \times 0.2 \times 3^2$.
Step 4: Compute the result: $W_L = 0.1 \times 9 = 0.9$ J.",0.9,J
NL397,"In an ideal LC circuit, the total energy is 0.5 J. When the magnetic field energy is 0.3 J, what is the voltage across the capacitor with capacitance C = 10 µF?","Step 1: Calculate the electric field energy stored in the capacitor as $U_E = U_{\text{total}} - U_B = 0.5 - 0.3 = 0.2$ J.
Step 2: Use the capacitor energy formula $U_E = \frac{1}{2} C V^2$ and rearrange to solve for voltage: $V = \sqrt{2 U_E / C}$.
Step 3: Substitute the values $U_E = 0.2$ J and $C = 10 \times 10^{-6}$ F into the formula to get $V = \sqrt{2 \times 0.2 / (10 \times 10^{-6})}$.
Step 4: Compute the value inside the square root: $0.4 / 10^{-5} = 40000$.
Step 5: Take the square root to find the voltage $V = \sqrt{40000} = 200$ V.",200,V
NL318,"In an ideal LC circuit, when the magnetic energy is half of the total energy, what is the electric energy?","Step 1: In an ideal LC circuit, total energy is conserved, so $W_{\text{total}} = W_C + W_L$, where $W_C$ is electric energy and $W_L$ is magnetic energy.
Step 2: The given condition states that the magnetic energy is half of the total energy, so $W_L = \frac{1}{2} W_{\text{total}}$.
Step 3: Substitute $W_L$ into the conservation equation to get $W_{\text{total}} = W_C + \frac{1}{2} W_{\text{total}}$.
Step 4: Solve for $W_C$ by subtracting $\frac{1}{2} W_{\text{total}}$ from both sides, yielding $W_C = \frac{1}{2} W_{\text{total}}$.",Half of the total energy,J
